Metric,Mean,Standard Deviation
Average Manipulability,0.3505681947554428,0.16959210664150703
Number of states with manipulability < 0.01,3.413793103448276,1.0672956924511836
Percentage of states with manipulability < 0.01,61.3136288998358,17.67361857935555
Total Joint Norm Distance,1.1061724137931035,0.14459934395938295
Total Time,5.551724137931035,0.5623967734586237
