Metric,Mean,Standard Deviation
Average Manipulability,0.6010299770422667,0.19131293298708169
Number of states with manipulability < 0.01,5.18,2.8683793333518497
Percentage of states with manipulability < 0.01,39.897694462400345,19.131683625767803
Total Joint Norm Distance,5.8684199999999995,1.4806551264896226
Total Time,12.84,2.062619693496598
