Metric,Mean,Standard Deviation
Average Manipulability,0.4319132204794726,0.25441022529242224
Number of states with manipulability < 0.01,1870.1739130434783,1652.911098694977
Percentage of states with manipulability < 0.01,26.029127924951418,19.484986947121175
Total Joint Norm Distance,38850.28537320411,31903.381298380828
Total Time,59.05965324070143,23.162725881891724
