Metric,Mean,Standard Deviation
Average Manipulability,0.2970465447883327,0.15788699618924631
Number of states with manipulability < 0.01,1.4230769230769231,1.735889860984117
Percentage of states with manipulability < 0.01,16.892455834763528,20.781193982916545
Total Joint Norm Distance,2.999153846153846,1.2451239880277505
Total Time,8.538461538461538,1.5745761146506707
