Metric,Mean,Standard Deviation
Average Manipulability,0.31325130669992013,0.19065276992526375
Number of states with manipulability < 0.01,1.625,2.1758618981911515
Percentage of states with manipulability < 0.01,17.12147805897806,21.346900545973693
Total Joint Norm Distance,4.123375,1.679426311088105
Total Time,9.916666666666666,1.8238390523532741
