Trial,1,Sim Type,5,Distance Weight,0.8,Random Seed,15,Min Iterations,2000,Distance cost,0.4097717959898365,Manip Cost,0.6666666666666666,Total cost,0.3171007033600086,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,0.0,0.0,0.0,0.0
Distance to Last Node,0.0,0.012,0.121,0.118,0.122,0.019
Total Cost,0.0,0.00943,0.10543,0.231,0.3608,0.3171
Joint 0: ,-0.3,-0.284,0.008,0.129,0.293,0.329
Joint 1: ,0.3,0.312,0.443,0.666,0.878,0.887
Joint 2: ,0.4,0.411,0.313,0.36,0.277,0.264
Joint 3: ,1.2,1.186,1.129,1.025,0.875,0.871
Joint 4: ,0.5,0.506,0.551,0.616,0.724,0.705
Joint 5: ,1.2,1.187,1.125,1.065,0.885,0.868
Joint 6: ,0.0,-0.0,-0.503,-1.445,-1.492,-1.524
Trial,2,Sim Type,5,Distance Weight,0.8,Random Seed,30,Min Iterations,2000,Distance cost,0.43042735026835877,Manip Cost,0.3333333333333333,Total cost,0.3630714014288985,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,0.0,0.0
Distance to Last Node,0.0,0.078,0.054,0.059,0.121,0.1
Total Cost,0.0,0.06201,0.10503,0.1516,0.24738,0.36307
Joint 0: ,-0.3,-0.113,0.064,0.241,0.175,0.274
Joint 1: ,0.3,0.284,0.336,0.388,0.671,0.877
Joint 2: ,0.4,0.349,0.261,0.172,0.379,0.379
Joint 3: ,1.2,1.271,1.251,1.231,1.081,0.919
Joint 4: ,0.5,0.462,0.451,0.441,0.614,0.705
Joint 5: ,1.2,1.169,1.144,1.12,0.935,0.76
Joint 6: ,0.0,0.803,-0.164,-1.131,-0.958,-1.116
Trial,3,Sim Type,5,Distance Weight,0.8,Random Seed,45,Min Iterations,2000,Distance cost,0.4422963657799599,Manip Cost,0.8,Total cost,0.34129235379110173,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,0.0,2.671451438e-11,0.0,0.0
Distance to Last Node,0.0,0.101,0.121,0.123,0.078
Total Cost,0.0,0.0805,0.21684,0.33913,0.34129
Joint 0: ,-0.3,-0.155,0.05,0.181,0.304
Joint 1: ,0.3,0.415,0.58,0.857,0.849
Joint 2: ,0.4,0.439,0.418,0.473,0.294
Joint 3: ,1.2,1.266,1.156,0.924,1.017
Joint 4: ,0.5,0.626,0.786,0.913,0.943
Joint 5: ,1.2,0.852,0.776,0.59,0.642
Joint 6: ,0.0,0.88,1.241,1.194,2.278
Trial,4,Sim Type,5,Distance Weight,0.8,Random Seed,60,Min Iterations,2000,Distance cost,0.6049753439472951,Manip Cost,0.33434396043179,Total cost,0.488554517325108,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,0.0,0.0664570529782513,1.0,0.07681103814520686,0.0,0.07726059638472234
Distance to Last Node,0.0,0.115,0.087,0.05,0.123,0.087,0.117
Total Cost,0.0,0.0914,0.20821,0.21622,0.29731,0.4175,0.48855
Joint 0: ,-0.3,0.297,0.241,0.118,0.318,0.352,0.32
Joint 1: ,0.3,0.74,0.349,0.208,0.627,0.618,0.823
Joint 2: ,0.4,0.79,0.389,0.298,0.201,0.075,0.257
Joint 3: ,1.2,0.879,1.373,1.413,1.246,1.12,1.109
Joint 4: ,0.5,1.319,0.785,0.675,1.01,1.104,1.229
Joint 5: ,1.2,0.611,1.051,1.166,0.745,0.646,0.536
Joint 6: ,0.0,1.093,1.596,1.706,2.381,2.771,2.645
Trial,5,Sim Type,5,Distance Weight,0.8,Random Seed,75,Min Iterations,2000,Distance cost,0.4854691238078205,Manip Cost,0.5714285714285714,Total cost,0.37421070651140387,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,0.0,0.0,5.687410131e-11,0.0
Distance to Last Node,0.0,0.05,0.085,0.122,0.096,0.085,0.027
Total Cost,0.0,0.0397,0.10682,0.20344,0.31467,0.40385,0.37421
Joint 0: ,-0.3,-0.135,0.168,0.207,0.377,0.385,0.411
Joint 1: ,0.3,0.217,0.388,0.597,0.721,0.896,0.892
Joint 2: ,0.4,0.54,0.591,0.262,0.033,0.082,0.096
Joint 3: ,1.2,1.377,1.11,0.929,0.882,0.772,0.785
Joint 4: ,0.5,0.512,0.572,0.58,0.549,0.675,0.68
Joint 5: ,1.2,1.339,1.229,1.249,1.074,0.934,0.948
Joint 6: ,0.0,-0.094,-1.052,-2.181,-2.307,-2.245,-2.245
Trial,6,Sim Type,5,Distance Weight,0.8,Random Seed,90,Min Iterations,2000,Distance cost,0.4081487427378867,Manip Cost,0.8,Total cost,0.39926338352157387,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,0.0,0.0,0.0,0.0
Distance to Last Node,0.0,0.099,0.097,0.081,0.113
Total Cost,0.0,0.07896,0.22283,0.22575,0.39926
Joint 0: ,-0.3,0.032,0.13,0.111,0.259
Joint 1: ,0.3,0.633,0.853,0.674,0.874
Joint 2: ,0.4,0.344,0.329,0.355,0.379
Joint 3: ,1.2,1.025,0.98,1.151,0.986
Joint 4: ,0.5,0.688,0.738,0.729,0.805
Joint 5: ,1.2,0.997,0.907,0.864,0.706
Joint 6: ,0.0,0.314,0.377,1.1,1.021
Trial,7,Sim Type,5,Distance Weight,0.8,Random Seed,105,Min Iterations,2000,Distance cost,0.4198847011463051,Manip Cost,0.6223549927877097,Total cost,0.3779565064612335,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,0.0,2.621527876e-11,0.07625184574098147,0.0
Distance to Last Node,0.0,0.122,0.062,0.121,0.098
Total Cost,0.0,0.0969,0.19661,0.28503,0.37796
Joint 0: ,-0.3,0.043,0.057,0.374,0.426
Joint 1: ,0.3,0.527,0.559,0.598,0.821
Joint 2: ,0.4,0.34,0.38,0.075,0.135
Joint 3: ,1.2,1.252,1.252,1.216,0.945
Joint 4: ,0.5,0.424,0.449,0.356,0.574
Joint 5: ,1.2,1.133,1.152,0.877,0.661
Joint 6: ,0.0,-0.44,-0.597,-1.709,-1.504
Trial,8,Sim Type,5,Distance Weight,0.8,Random Seed,120,Min Iterations,2000,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Trial,9,Sim Type,5,Distance Weight,0.8,Random Seed,135,Min Iterations,2000,Distance cost,0.42961796220225207,Manip Cost,0.38870152200701286,Total cost,0.33200284285743165,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,2.253241242e-11,0.0,0.07602051138257722,0.07992205317658897,0.07839913311481417
Distance to Last Node,0.0,0.113,0.062,0.086,0.109,0.042
Total Cost,0.0,0.08987,0.18136,0.24054,0.35835,0.332
Joint 0: ,-0.3,-0.103,0.068,0.285,0.348,0.387
Joint 1: ,0.3,0.442,0.45,0.494,0.722,0.796
Joint 2: ,0.4,0.424,0.249,0.104,0.141,0.16
Joint 3: ,1.2,1.162,1.29,1.433,1.256,1.137
Joint 4: ,0.5,0.539,0.858,1.172,1.233,1.293
Joint 5: ,1.2,1.191,0.94,0.7,0.483,0.459
Joint 6: ,0.0,0.283,1.184,2.069,2.132,2.132
Trial,10,Sim Type,5,Distance Weight,0.8,Random Seed,150,Min Iterations,2000,Distance cost,0.4738070325418072,Manip Cost,0.6862982267030445,Total cost,0.42752362352817597,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,0.0,0.06639057007559813,2.446097919e-11,0.0,0.0
Distance to Last Node,0.0,0.091,0.1,0.093,0.102,0.068
Total Cost,0.0,0.07247,0.18168,0.26111,0.34813,0.42752
Joint 0: ,-0.3,0.123,0.432,0.225,0.402,0.388
Joint 1: ,0.3,0.557,0.535,0.498,0.68,0.834
Joint 2: ,0.4,0.356,0.506,0.375,0.171,0.223
Joint 3: ,1.2,0.997,1.15,1.19,1.052,0.923
Joint 4: ,0.5,0.704,0.569,0.398,0.352,0.462
Joint 5: ,1.2,0.686,0.85,0.933,0.817,0.686
Joint 6: ,0.0,-1.021,-1.288,-1.492,-1.759,-1.885
Trial,11,Sim Type,5,Distance Weight,0.8,Random Seed,165,Min Iterations,2000,Distance cost,0.45121687744028116,Manip Cost,0.8333333333333334,Total cost,0.34802043536128857,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,2.394959077e-11,0.0,0.0,0.0,0.0
Distance to Last Node,0.0,0.107,0.108,0.076,0.067,0.073
Total Cost,0.0,0.08497,0.21735,0.32205,0.29011,0.34802
Joint 0: ,-0.3,-0.148,-0.1,0.016,0.168,0.241
