Metric,Mean,Standard Deviation
Average Manipulability,0.41667518520841024,0.0
Number of states with manipulability < 0.01,7.0,0.0
Percentage of states with manipulability < 0.01,58.333333333333336,0.0
Total Joint Norm Distance,5.4479999999999995,0.0
Total Time,12.0,0.0
