Trial,1,Sim Type,5,Distance Weight,0.8,Random Seed,15,Min Iterations,2500,Distance cost,0.4351108789812991,Manip Cost,0.5,Total cost,0.44808870318503924,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,4.102047321e-11,4.329796638e-11,4.383345539e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.051,0.074,0.074,0.045,0.069,0.024
Total Cost,0.0,0.03577,0.07154,0.10731,0.14406,0.23005,0.30684,0.35665,0.41991,0.44809
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.158,-0.088,-0.059,0.016,0.095,0.118,0.156,0.23,0.264
Joint 1: ,0.4,0.447,0.476,0.465,0.561,0.644,0.71,0.736,0.871,0.9
Joint 2: ,0.4,0.414,0.446,0.462,0.468,0.478,0.487,0.466,0.413,0.342
Joint 3: ,0.9,0.937,0.925,1.003,0.96,0.976,1.055,1.099,0.987,0.955
Joint 4: ,0.9,0.895,0.942,0.895,0.942,0.924,0.905,0.883,0.961,0.989
Joint 5: ,0.9,0.907,0.891,0.947,0.892,0.893,0.885,0.903,0.809,0.789
Joint 6: ,0.0,-0.0,0.047,0.094,0.173,0.251,-0.079,-0.095,0.235,0.613
Trial,2,Sim Type,5,Distance Weight,0.8,Random Seed,30,Min Iterations,2500,Distance cost,0.5030479745989659,Manip Cost,0.3333333333333333,Total cost,0.4691050463458394,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5580508e-11,3.988330573e-11,1e-20,1e-20,4.447330267e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.056,0.067,0.062,0.074,0.005
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.21463,0.25438,0.32432,0.38633,0.45359,0.46911
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.143,-0.181,-0.145,-0.071,0.002,0.013,0.065,0.094,0.142,0.214,0.219
Joint 1: ,0.4,0.405,0.312,0.3,0.344,0.393,0.459,0.535,0.658,0.76,0.903,0.913
Joint 2: ,0.4,0.432,0.472,0.487,0.527,0.558,0.547,0.5,0.495,0.484,0.457,0.457
Joint 3: ,0.9,0.932,1.012,1.09,1.097,1.112,1.143,1.146,1.137,1.114,0.998,0.983
Joint 4: ,0.9,0.9,0.868,0.821,0.868,0.884,0.874,0.867,0.917,0.893,0.953,0.956
Joint 5: ,0.9,0.917,0.996,1.054,1.017,1.004,0.997,0.929,0.885,0.865,0.731,0.722
Joint 6: ,0.0,0.0,0.063,0.047,0.0,-0.016,-0.031,-0.079,-0.267,-0.283,-0.409,-0.409
Trial,3,Sim Type,5,Distance Weight,0.8,Random Seed,45,Min Iterations,2500,Distance cost,0.5356015855914126,Manip Cost,0.3333333333333333,Total cost,0.4951479351397967,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.581941081e-11,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.069,0.061,0.05,0.055,0.056,0.059
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.22798,0.27142,0.32941,0.3866,0.44104,0.49515
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.218,-0.181,-0.134,-0.094,-0.046,-0.004,0.037,0.109,0.159,0.226,0.229
Joint 1: ,0.4,0.299,0.279,0.26,0.215,0.301,0.438,0.544,0.62,0.707,0.778,0.911
Joint 2: ,0.4,0.393,0.42,0.458,0.442,0.463,0.429,0.37,0.395,0.383,0.381,0.435
Joint 3: ,0.9,1.01,1.084,1.113,1.208,1.226,1.142,1.105,1.044,1.02,1.015,0.962
Joint 4: ,0.9,0.803,0.784,0.8,0.737,0.739,0.761,0.808,0.855,0.831,0.843,0.914
Joint 5: ,0.9,1.01,1.059,1.08,1.155,1.113,1.023,0.973,0.907,0.861,0.774,0.75
Joint 6: ,0.0,0.079,0.094,0.11,0.047,0.016,-0.031,-0.079,-0.126,-0.206,-0.222,-0.479
Trial,4,Sim Type,5,Distance Weight,0.8,Random Seed,60,Min Iterations,2500,Distance cost,0.4918873620013182,Manip Cost,0.4166666666666667,Total cost,0.4768432229343879,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,6.260380865e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.071,0.06,0.02
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.21463,0.2754,0.33062,0.39673,0.45204,0.47684
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.166,-0.09,-0.064,-0.039,0.041,0.096,0.118,0.154,0.223,0.249,0.25
Joint 1: ,0.4,0.36,0.419,0.375,0.379,0.476,0.532,0.581,0.674,0.776,0.885,0.913
Joint 2: ,0.4,0.427,0.458,0.474,0.436,0.461,0.478,0.474,0.439,0.406,0.39,0.383
Joint 3: ,0.9,0.941,0.933,1.012,1.09,1.026,1.047,1.096,1.017,1.005,0.94,0.934
Joint 4: ,0.9,0.916,0.963,0.916,0.867,0.889,0.888,0.876,0.894,0.916,0.928,0.928
Joint 5: ,0.9,0.937,0.911,0.979,1.058,0.987,0.98,0.99,0.917,0.885,0.817,0.806
Joint 6: ,0.0,0.0,0.047,0.047,0.046,-0.001,-0.032,-0.032,-0.079,-0.237,-0.237,-0.237
Trial,5,Sim Type,5,Distance Weight,0.8,Random Seed,75,Min Iterations,2500,Distance cost,0.4368224877495448,Manip Cost,0.5,Total cost,0.44945799019963584,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.066,0.05,0.05,0.05,0.05,0.069,0.053
Total Cost,0.0,0.03577,0.07154,0.1189,0.15467,0.22377,0.28335,0.33698,0.4004,0.44946
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.214,-0.162,-0.074,-0.048,0.006,0.063,0.129,0.186,0.245
Joint 1: ,0.4,0.302,0.357,0.438,0.502,0.563,0.644,0.685,0.809,0.91
Joint 2: ,0.4,0.403,0.427,0.354,0.353,0.373,0.386,0.411,0.396,0.399
Joint 3: ,0.9,1.008,1.038,1.063,1.091,1.103,1.08,1.067,1.016,0.942
Joint 4: ,0.9,0.821,0.821,0.824,0.819,0.827,0.849,0.865,0.876,0.908
Joint 5: ,0.9,0.996,0.995,0.993,0.99,0.967,0.93,0.912,0.851,0.783
Joint 6: ,0.0,0.079,0.11,0.22,0.22,0.22,0.251,0.267,0.267,0.267
Trial,6,Sim Type,5,Distance Weight,0.8,Random Seed,90,Min Iterations,2500,Distance cost,0.425527238607013,Manip Cost,0.4,Total cost,0.4204217908856104,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.07,0.073,0.073,0.01
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.25725,0.33117,0.39995,0.42042
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.16,-0.128,-0.097,-0.064,-0.008,0.086,0.161,0.232,0.24
Joint 1: ,0.4,0.433,0.478,0.443,0.451,0.489,0.613,0.754,0.893,0.914
Joint 2: ,0.4,0.416,0.424,0.449,0.441,0.465,0.46,0.449,0.407,0.405
Joint 3: ,0.9,0.952,0.999,1.068,1.144,1.178,1.145,1.083,0.965,0.946
Joint 4: ,0.9,0.892,0.883,0.872,0.825,0.823,0.871,0.905,0.928,0.932
Joint 5: ,0.9,0.92,0.933,0.982,1.029,1.033,0.974,0.903,0.801,0.785
Joint 6: ,0.0,-0.0,-0.0,0.016,0.063,0.063,-0.016,-0.095,0.031,0.031
Trial,7,Sim Type,5,Distance Weight,0.8,Random Seed,105,Min Iterations,2500,Distance cost,0.5002948243296711,Manip Cost,0.2727272727272727,Total cost,0.4547813140091914,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,4.121622904e-11,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.073,0.05,0.05,0.05,0.072,0.065
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.19496,0.23073,0.2665,0.3245,0.39396,0.45478
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.125,-0.101,-0.064,-0.006,0.032,0.088,0.096,0.156,0.244,0.31
Joint 1: ,0.4,0.475,0.436,0.379,0.44,0.368,0.47,0.556,0.648,0.792,0.878
Joint 2: ,0.4,0.428,0.35,0.303,0.33,0.312,0.3,0.27,0.274,0.265,0.269
Joint 3: ,0.9,0.879,0.987,1.097,1.104,1.255,1.213,1.155,1.101,0.958,0.935
Joint 4: ,0.9,0.947,0.869,0.79,0.821,0.762,0.793,0.805,0.822,0.885,0.892
Joint 5: ,0.9,0.827,0.906,0.994,0.974,1.089,1.039,0.981,0.93,0.819,0.784
Joint 6: ,0.0,0.047,0.126,0.204,0.236,0.283,0.314,0.346,0.362,0.456,0.456
Trial,8,Sim Type,5,Distance Weight,0.8,Random Seed,120,Min Iterations,2500,Distance cost,0.4932721057746368,Manip Cost,0.1922585383741634,Total cost,0.43306939229454217,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0710494595666945,3.99503525e-11,1e-20,4.327623071e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.062,0.05,0.067,0.05,0.073
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.2232,0.25897,0.30946,0.36498,0.43307
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.11484392211579758,1.0,1.0
Joint 0: ,-0.2,-0.175,-0.153,-0.088,-0.044,-0.006,0.074,0.063,0.146,0.191,0.283
Joint 1: ,0.4,0.344,0.278,0.356,0.433,0.429,0.483,0.53,0.661,0.74,0.884
Joint 2: ,0.4,0.416,0.404,0.421,0.433,0.456,0.431,0.412,0.377,0.328,0.317
Joint 3: ,0.9,0.977,1.083,1.091,1.103,1.166,1.213,1.262,1.191,1.153,0.959
Joint 4: ,0.9,0.884,0.833,0.871,0.871,0.839,0.804,0.788,0.839,0.84,0.935
Joint 5: ,0.9,0.964,1.046,0.984,0.962,1.01,1.024,1.034,0.943,0.864,0.762
Joint 6: ,0.0,0.016,0.063,0.11,0.11,0.141,0.22,0.22,0.346,0.361,0.44
Trial,9,Sim Type,5,Distance Weight,0.8,Random Seed,135,Min Iterations,2500,Distance cost,0.3946372482375969,Manip Cost,0.5555555555555556,Total cost,0.42682090970118863,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.046,0.066,0.063,0.066
Total Cost,0.0,0.03577,0.07154,0.10731,0.18309,0.24253,0.30903,0.36836,0.42682
Local Manip Cost,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.154,-0.113,-0.043,-0.01,-0.002,0.171,0.188,0.231
Joint 1: ,0.4,0.422,0.472,0.551,0.594,0.645,0.717,0.804,0.921
Joint 2: ,0.4,0.42,0.433,0.426,0.432,0.423,0.263,0.359,0.428
Joint 3: ,0.9,0.947,0.984,0.967,1.01,1.04,0.979,0.984,0.942
Joint 4: ,0.9,0.887,0.881,0.905,0.897,0.889,0.903,0.869,0.937
Joint 5: ,0.9,0.94,0.945,0.872,0.883,0.884,0.825,0.789,0.787
Joint 6: ,0.0,0.016,0.016,0.063,0.063,0.063,-0.362,-0.394,-0.3
Trial,10,Sim Type,5,Distance Weight,0.8,Random Seed,150,Min Iterations,2500,Distance cost,0.40429231000373445,Manip Cost,0.6666666666666666,Total cost,0.4567671813363209,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,6.275132822e-11
Distance to Last Node,0.0,0.05,0.065,0.05,0.05,0.057,0.052,0.057,0.072
Total Cost,0.0,0.03577,0.08236,0.16814,0.23391,0.29463,0.3458,0.39705,0.45677
Local Manip Cost,0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.143,-0.07,0.006,0.061,0.127,0.161,0.183,0.226
Joint 1: ,0.4,0.46,0.49,0.578,0.661,0.731,0.781,0.88,0.91
Joint 2: ,0.4,0.42,0.407,0.427,0.433,0.414,0.417,0.445,0.435
Joint 3: ,0.9,0.911,0.975,0.919,0.891,0.886,0.914,0.892,0.963
Joint 4: ,0.9,0.903,0.903,0.95,0.958,0.963,0.951,0.981,0.929
Joint 5: ,0.9,0.888,0.929,0.87,0.828,0.808,0.81,0.708,0.757
Joint 6: ,0.0,0.031,0.126,0.173,0.173,0.267,0.267,0.189,0.11
Trial,11,Sim Type,5,Distance Weight,0.8,Random Seed,165,Min Iterations,2500,Distance cost,0.4939610562697646,Manip Cost,0.36363636363636365,Total cost,0.4678961177430844,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,2.40027878e-11,1.0,1.0,1.0,1.0,1.0,2.615254029e-11,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.074,0.05,0.05,0.074,0.054
Total Cost,0.0,0.03577,0.13821,0.15731,0.18309,0.21219,0.26063,0.29283,0.34804,0.41684,0.4679
Local Manip Cost,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.121,-0.085,-0.027,0.03,0.04,0.024,0.08,0.14,0.227,0.247
Joint 1: ,0.4,0.484,0.462,0.464,0.487,0.449,0.478,0.557,0.654,0.801,0.901
Joint 2: ,0.4,0.426,0.448,0.479,0.502,0.483,0.461,0.426,0.394,0.406,0.388
Joint 3: ,0.9,0.859,0.922,0.936,0.973,1.08,1.204,1.197,1.137,1.028,0.964
Joint 4: ,0.9,0.963,0.948,0.98,0.975,0.896,0.859,0.866,0.883,0.913,0.941
Joint 5: ,0.9,0.837,0.895,0.901,0.913,0.991,1.05,0.98,0.922,0.817,0.758
Joint 6: ,0.0,0.063,0.094,0.126,0.126,0.173,0.188,0.204,0.251,0.424,0.456
Trial,12,Sim Type,5,Distance Weight,0.8,Random Seed,180,Min Iterations,2500,Distance cost,0.49377571873082055,Manip Cost,0.2727272727272727,Total cost,0.449566029530111,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.567176503e-11,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.064,0.072
Total Cost,0.0,0.03577,0.07154,0.10731,0.14309,0.17886,0.21463,0.2504,0.31965,0.38328,0.44957
Local Manip Cost,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.172,-0.116,-0.131,-0.102,-0.041,0.02,0.042,0.067,0.15,0.189
Joint 1: ,0.4,0.423,0.454,0.376,0.33,0.355,0.455,0.539,0.652,0.781,0.923
Joint 2: ,0.4,0.403,0.428,0.464,0.479,0.513,0.524,0.513,0.493,0.473,0.497
Joint 3: ,0.9,0.963,0.995,1.072,1.15,1.184,1.166,1.168,1.142,1.028,0.982
Joint 4: ,0.9,0.869,0.869,0.852,0.809,0.841,0.849,0.847,0.843,0.871,0.94
Joint 5: ,0.9,0.947,0.955,1.03,1.093,1.099,1.052,1.024,0.964,0.864,0.784
Joint 6: ,0.0,0.031,0.031,0.079,0.063,0.031,0.0,-0.016,-0.016,0.283,0.204
Trial,13,Sim Type,5,Distance Weight,0.8,Random Seed,195,Min Iterations,2500,Distance cost,0.390423232498424,Manip Cost,0.6666666666666666,Total cost,0.4456719193320725,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,4.420277169e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.058,0.073,0.056
Total Cost,0.0,0.03577,0.07154,0.15731,0.22309,0.27886,0.33432,0.39744,0.44567
Local Manip Cost,0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0
Joint 0: ,-0.2,-0.16,-0.132,-0.097,-0.043,0.015,0.088,0.157,0.24
Joint 1: ,0.4,0.448,0.494,0.504,0.573,0.652,0.688,0.829,0.907
Joint 2: ,0.4,0.413,0.418,0.434,0.447,0.458,0.416,0.433,0.412
