File,Mean Avg Manip,Std Avg Manip,Mean Total Distance,Std Total Distance,Mean Avg Manip Cost,Std Avg Manip Cost,Mean % High Manip Cost,Std % High Manip Cost
cost_comparison_reach_weight0.5_contactsamplechance0.0_objreduction0.0_old_costFalse_old_closestFalse_Min Iterations2500.csv,0.22908757909508132,0.17697536491459653,3.001714285714286,0.5866492537613728,0.21317636069417928,0.05541629962515634,10.0,0.0
cost_comparison_reach_weight0.8_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.46788794275961076,0.1627090536291296,2.7596799999999995,0.5071305725353185,0.42843167180437197,0.17143476107962027,33.33333333333333,0.0
cost_comparison_reach_weight0.6_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.44332042500129143,0.13623352515285803,3.1666666666666665,1.0187272151507922,0.1424404762500887,0.04517389615881289,44.44444444444444,0.0
cost_comparison_reach_weight0.7_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.5140155364677891,0.15710278496865157,3.07552,0.7202053662671501,0.35651999308406673,0.18816137028524868,27.27272727272727,0.0
cost_comparison_reach_weight0.9_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.3846840761716115,0.14299557766767826,2.58044,0.4673011945201937,0.5087597815353617,0.15232304827272114,70.0,0.0
cost_comparison_reach_weight0.4_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.4704166607121152,0.1330471191596357,3.2135,0.996373842156313,0.13057570383239034,0.04058743782050055,0.0,0.0
cost_comparison_reach_weight1_contactsamplechance0.0_objreduction0.0_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.11111111112011712,0.1571348402635615,3.0263333333333335,0.4816321786961037,0.7962962962962963,0.1510139484287045,88.88888888888889,0.0
cost_comparison_reach_weight0.1_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.5178851387333548,0.12349763170804773,3.45175,0.9027577771288745,0.11424786296507287,0.038330077819725465,0.0,0.0
cost_comparison_reach_weight1_contactsamplechance0.0_objreduction0.0_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.11111111111561957,0.15713484026193245,2.9053333333333335,0.6394124038695387,0.7962962962962963,0.1510139484287045,88.88888888888889,0.0
cost_comparison_reach_weight0.9_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestFalse_Min Iterations2500.csv,0.35056818182490385,0.1449056639341884,2.5249166666666665,0.39429313510241193,0.17293836064623094,0.047877229187665585,30.0,0.0
