Trial,1,Sim Type,5,Distance Weight,0.8,Random Seed,15,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,2,Sim Type,5,Distance Weight,0.8,Random Seed,30,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,3,Sim Type,5,Distance Weight,0.8,Random Seed,45,Min Iterations,2500,Distance cost,7.745609775581636,Manip Cost,2.337157611692242,Total cost,6.663919342803758,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1e-20,1.0,1.0,1.0,1.0,1.0,1.478571165e-11,1e-20,1e-20,1e-20,1e-20,1e-20,4.324397556e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.031
Total Cost,0.0,0.58729,1.12062,1.65396,2.18729,2.72062,3.25396,3.83974,4.43046,5.03942,5.64591,6.25167,6.66392
Local Manip Cost,0.0,0.26978168787891665,0.0,0.0,0.0,0.0,0.0,0.2622696198857781,0.28691186225272675,0.3781321952614775,0.3658036138683254,0.362099194166117,0.4121594383789005
Joint 0: ,-0.2,-0.218,-0.181,-0.134,-0.094,-0.046,-0.011,0.051,0.112,0.16,0.2,0.252,0.284
Joint 1: ,0.4,0.299,0.279,0.26,0.215,0.301,0.4,0.496,0.598,0.694,0.773,0.836,0.883
Joint 2: ,0.4,0.393,0.42,0.458,0.442,0.463,0.432,0.449,0.439,0.399,0.37,0.351,0.343
Joint 3: ,0.9,1.01,1.084,1.113,1.208,1.226,1.166,1.136,1.08,1.0,0.974,0.972,0.953
Joint 4: ,0.9,0.803,0.784,0.8,0.737,0.739,0.755,0.78,0.812,0.83,0.836,0.834,0.836
Joint 5: ,0.9,1.01,1.059,1.08,1.155,1.113,1.049,1.001,0.94,0.868,0.834,0.783,0.748
Joint 6: ,0.0,0.079,0.094,0.11,0.047,0.016,-0.031,-0.063,-0.094,-0.141,-0.173,-0.204,-0.22
Trial,4,Sim Type,5,Distance Weight,0.8,Random Seed,60,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,5,Sim Type,5,Distance Weight,0.8,Random Seed,75,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,6,Sim Type,5,Distance Weight,0.8,Random Seed,90,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,7,Sim Type,5,Distance Weight,0.8,Random Seed,105,Min Iterations,2500,Distance cost,6.235173866888517,Manip Cost,2.97224671730585,Total cost,5.582588436971983,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,4.01073037e-11,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.046,0.05,0.074,0.025,0.072,0.05,0.05,0.05
