Trial,1,Sim Type,5,Distance Weight,0.9,Random Seed,15,Min Iterations,2500,Distance cost,N/A,Manip Cost,N/A,Total cost,N/A,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Trial,2,Sim Type,5,Distance Weight,0.9,Random Seed,30,Min Iterations,2500,Distance cost,6.087148796867803,Manip Cost,1.9122811470625347,Total cost,5.669662031887276,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Joint 6: ,0.0,0.094,0.126,0.126,0.126,0.126,0.126,0.126,0.424,0.22
Trial,18,Sim Type,5,Distance Weight,0.9,Random Seed,270,Min Iterations,2500,Distance cost,6.197852868684281,Manip Cost,1.944590157908081,Total cost,5.772526597606661,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1e-20,1e-20,1e-20,5.769278896e-11,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.048,0.075,0.05,0.05,0.05,0.05,0.043
Total Cost,0.0,0.6,1.2,1.77301,2.6927,3.32269,3.95645,4.59705,5.22864,5.77253
Local Manip Cost,0.0,0.0,0.0,0.0,0.2480622074260048,0.29987666823768927,0.33762306396065306,0.40596672898505737,0.3158443432835124,0.33721714601516434
Joint 0: ,-0.2,-0.158,-0.126,-0.07,0.004,0.065,0.114,0.151,0.175,0.221
Joint 1: ,0.4,0.458,0.436,0.487,0.617,0.654,0.714,0.76,0.841,0.923
Joint 2: ,0.4,0.413,0.388,0.409,0.46,0.484,0.491,0.494,0.472,0.446
Joint 3: ,0.9,0.925,1.019,1.034,1.003,1.013,1.025,1.061,1.035,0.952
Joint 4: ,0.9,0.898,0.835,0.866,0.892,0.923,0.922,0.915,0.919,0.936
Joint 5: ,0.9,0.897,0.967,0.96,0.894,0.887,0.876,0.88,0.843,0.777
Joint 6: ,0.0,-0.0,0.063,0.094,0.016,0.047,0.047,0.047,0.047,0.079
Trial,19,Sim Type,5,Distance Weight,0.9,Random Seed,285,Min Iterations,2500,Distance cost,6.312851708364998,Manip Cost,1.5080456904162167,Total cost,5.83237110657012,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,4.418821164e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.074,0.05,0.05,0.05
Total Cost,0.0,0.6,1.2,1.8,2.4,3.02643,3.94151,4.57544,5.20664,5.83237
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.26428271392690894,0.28520382986552073,0.33933299768686254,0.31197233585699846,0.30725381307992616
Joint 0: ,-0.2,-0.147,-0.072,-0.04,-0.001,0.048,0.073,0.14,0.188,0.24
Joint 1: ,0.4,0.445,0.48,0.472,0.532,0.594,0.656,0.734,0.814,0.907
Joint 2: ,0.4,0.421,0.453,0.472,0.478,0.486,0.481,0.447,0.449,0.408
Joint 3: ,0.9,0.929,0.903,0.979,1.006,1.022,1.095,1.068,1.049,0.958
Joint 4: ,0.9,0.898,0.946,0.921,0.916,0.915,0.866,0.9,0.905,0.924
Joint 5: ,0.9,0.903,0.876,0.923,0.918,0.907,0.943,0.864,0.833,0.761
Joint 6: ,0.0,-0.0,0.047,0.063,0.063,0.063,0.11,0.126,0.126,0.173
Trial,20,Sim Type,5,Distance Weight,0.9,Random Seed,300,Min Iterations,2500,Distance cost,6.029306121128603,Manip Cost,2.0715570424359324,Total cost,5.633531213259336,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1e-20,3.671916155e-11,1e-20,1e-20,1e-20,4.450182457e-11,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.061,0.05,0.049,0.042
Total Cost,0.0,0.6,1.2,1.8,2.42702,3.05504,3.81302,4.45279,5.07908,5.63353
Local Manip Cost,0.0,0.0,0.0,0.0,0.2702049592607074,0.28018940612686594,0.3080491676959952,0.3976907728489385,0.35983550338257914,0.4555872331208461
Joint 0: ,-0.2,-0.162,-0.126,-0.086,-0.056,0.012,0.084,0.146,0.184,0.218
Joint 1: ,0.4,0.412,0.473,0.524,0.55,0.627,0.747,0.83,0.905,0.923
Joint 2: ,0.4,0.419,0.426,0.437,0.421,0.441,0.437,0.444,0.44,0.449
Joint 3: ,0.9,0.963,0.99,1.026,1.089,1.06,0.986,0.941,0.922,0.957
Joint 4: ,0.9,0.869,0.865,0.859,0.828,0.875,0.929,0.95,0.953,0.948
Joint 5: ,0.9,0.942,0.938,0.943,0.978,0.914,0.84,0.788,0.758,0.772
Joint 6: ,0.0,0.031,0.031,0.031,0.063,0.11,0.188,0.188,0.188,0.188
Trial,21,Sim Type,5,Distance Weight,0.9,Random Seed,315,Min Iterations,2500,Distance cost,5.959479825114146,Manip Cost,2.029998772503652,Total cost,5.566531719853097,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,4.076882581e-11,4.121833899e-11,4.297644929e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.073,0.074,0.05,0.05,0.05
Total Cost,0.0,0.6,1.22467,1.85198,2.75987,3.67189,4.30347,4.93536,5.56653
Local Manip Cost,0.0,0.0,0.24669145377687793,0.2730660855772155,0.2816194887379166,0.2821639796598156,0.3158445153399311,0.31890967974661366,0.31170356966528173
Joint 0: ,-0.2,-0.118,-0.073,-0.04,0.028,0.099,0.139,0.202,0.265
Joint 1: ,0.4,0.484,0.551,0.583,0.594,0.64,0.711,0.79,0.868
Joint 2: ,0.4,0.427,0.435,0.442,0.369,0.379,0.382,0.331,0.331
Joint 3: ,0.9,0.851,0.857,0.904,0.998,1.057,1.061,1.015,0.971
Joint 4: ,0.9,0.963,0.964,0.948,0.863,0.866,0.867,0.869,0.917
Joint 5: ,0.9,0.837,0.821,0.857,0.912,0.933,0.915,0.836,0.765
Joint 6: ,0.0,0.063,0.079,0.094,0.189,0.251,0.251,0.267,0.314
Trial,22,Sim Type,5,Distance Weight,0.9,Random Seed,330,Min Iterations,2500,Distance cost,6.412109435240296,Manip Cost,2.0552139982148563,Total cost,5.976419891537752,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,2.50256403e-11,1e-20,4.072602303e-11,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.065,0.05,0.036,0.06,0.02
Total Cost,0.0,0.6,1.2,1.8,2.4,3.02605,3.83436,4.4742,4.94481,5.69778,5.97642
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.2604976041467154,0.2781066196992424,0.3984133937746174,0.3431891836780859,0.35214429996665136,0.4228628969495437
Joint 0: ,-0.2,-0.168,-0.09,-0.043,-0.027,-0.01,0.076,0.132,0.172,0.208,0.215
Joint 1: ,0.4,0.364,0.421,0.45,0.516,0.587,0.708,0.785,0.834,0.901,0.92
Joint 2: ,0.4,0.425,0.461,0.48,0.473,0.464,0.453,0.459,0.463,0.458,0.456
Joint 3: ,0.9,0.972,0.963,1.01,1.03,1.039,0.976,0.95,0.937,0.959,0.973
Joint 4: ,0.9,0.884,0.931,0.922,0.916,0.913,0.964,0.971,0.975,0.97,0.967
Joint 5: ,0.9,0.954,0.884,0.906,0.893,0.875,0.809,0.775,0.755,0.748,0.75
Joint 6: ,0.0,0.016,0.063,0.079,0.094,0.094,0.157,0.157,0.157,0.188,0.188
Trial,23,Sim Type,5,Distance Weight,0.9,Random Seed,345,Min Iterations,2500,Distance cost,6.248508066311041,Manip Cost,0.920073419009737,Total cost,5.715664601580912,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,4.429443056e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.073,0.071,0.05,0.075,0.05
Total Cost,0.0,0.6,1.2,1.8,2.67567,3.5237,4.15178,5.08284,5.71566
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.2807703210117575,0.31100821518048555,0.3282948828174941
Joint 0: ,-0.2,-0.186,-0.116,-0.075,-0.004,0.052,0.103,0.156,0.222
Joint 1: ,0.4,0.344,0.402,0.453,0.481,0.593,0.678,0.827,0.906
Joint 2: ,0.4,0.336,0.37,0.385,0.422,0.425,0.43,0.417,0.427
Joint 3: ,0.9,1.023,1.011,1.047,1.118,1.132,1.111,1.038,0.989
Joint 4: ,0.9,0.829,0.845,0.841,0.833,0.87,0.876,0.959,1.006
Joint 5: ,0.9,0.994,0.97,0.975,1.0,0.95,0.914,0.819,0.742
Joint 6: ,0.0,0.063,0.079,0.079,0.079,0.126,0.126,0.189,0.236
Trial,24,Sim Type,5,Distance Weight,0.9,Random Seed,360,Min Iterations,2500,Distance cost,6.776785595377844,Manip Cost,1.678179046574538,Total cost,6.266924940497514,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1e-20,1.0,1e-20,4.099577322e-11,4.116795686e-11,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.069,0.066,0.04,0.067,0.066
Total Cost,0.0,0.6,1.2,1.8,2.42493,3.25049,4.0709,4.59239,5.44058,6.26692
Local Manip Cost,0.0,0.0,0.0,0.0,0.24928271996991963,0.0,0.28244588782570734,0.42500630131336575,0.390916891393776,0.33052724607176925
Joint 0: ,-0.2,-0.181,-0.114,-0.064,-0.03,0.012,0.074,0.128,0.169,0.247
Joint 1: ,0.4,0.349,0.415,0.494,0.474,0.605,0.733,0.76,0.812,0.904
Joint 2: ,0.4,0.402,0.43,0.394,0.36,0.357,0.361,0.381,0.389,0.399
Joint 3: ,0.9,1.006,1.004,0.988,1.082,1.037,0.969,0.939,0.993,0.95
Joint 4: ,0.9,0.853,0.869,0.884,0.821,0.853,0.89,0.921,0.918,0.89
Joint 5: ,0.9,0.979,0.957,0.878,0.942,0.881,0.811,0.789,0.815,0.763
Joint 6: ,0.0,0.047,0.063,0.079,0.141,0.189,0.236,0.267,0.298,0.297
Trial,25,Sim Type,5,Distance Weight,0.9,Random Seed,375,Min Iterations,2500,Distance cost,6.488336450194289,Manip Cost,2.4149810135207277,Total cost,6.081000906526933,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,3.756168982e-11,1e-20,1e-20,4.04666502e-11,1e-20,4.119478715e-11,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.072,0.069,0.05,0.05,0.046,0.05,0.05
Total Cost,0.0,0.6,1.2,2.08842,2.95583,3.58841,4.22507,4.81444,5.44687,6.081
Local Manip Cost,0.0,0.0,0.0,0.280852628414484,0.3803115589980973,0.32573884418502735,0.3666627216778052,0.3957824044695923,0.32431506902233825,0.3413177867533836
Joint 0: ,-0.2,-0.158,-0.075,0.005,0.049,0.055,0.106,0.17,0.202,0.251
Joint 1: ,0.4,0.467,0.573,0.696,0.652,0.69,0.752,0.803,0.828,0.898
Joint 2: ,0.4,0.411,0.4,0.408,0.339,0.333,0.347,0.366,0.373,0.38
Joint 3: ,0.9,0.914,0.826,0.778,0.917,0.971,0.971,0.927,0.974,0.956
Joint 4: ,0.9,0.9,0.963,1.017,0.918,0.906,0.921,0.936,0.922,0.927
Joint 5: ,0.9,0.888,0.805,0.74,0.835,0.854,0.81,0.775,0.812,0.765
Joint 6: ,0.0,0.016,0.079,0.141,0.236,0.236,0.267,0.283,0.298,0.298
