Trial,1,Sim Type,5,Distance Weight,0.6,Random Seed,15,Min Iterations,2500,Distance cost,6.2450306480660585,Manip Cost,1.5140497921201794,Total cost,4.352638305687707,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1e-20,2.627935526e-11,1e-20,1e-20,1e-20,4.370918092e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.071,0.03,0.05,0.067
Total Cost,0.0,0.4,0.8,1.2,1.6,2.10219,2.77601,3.15249,3.68832,4.35264
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.25547250220667805,0.2701269977809662,0.33138910217951667,0.3395673394702418,0.31749385048277673
Joint 0: ,-0.2,-0.158,-0.088,-0.059,-0.01,0.034,0.114,0.129,0.179,0.244
Joint 1: ,0.4,0.447,0.476,0.465,0.511,0.562,0.653,0.709,0.803,0.889
Joint 2: ,0.4,0.414,0.446,0.462,0.477,0.488,0.432,0.426,0.388,0.394
Joint 3: ,0.9,0.937,0.925,1.003,1.039,1.073,1.081,1.058,0.98,0.974
Joint 4: ,0.9,0.895,0.942,0.895,0.891,0.885,0.882,0.886,0.904,0.931
Joint 5: ,0.9,0.907,0.891,0.947,0.951,0.953,0.902,0.874,0.807,0.782
Joint 6: ,0.0,-0.0,0.047,0.094,0.094,0.094,0.204,0.204,0.251,0.251
Trial,2,Sim Type,5,Distance Weight,0.6,Random Seed,30,Min Iterations,2500,Distance cost,7.461384692045864,Manip Cost,1.2217905068374362,Total cost,4.965547017962493,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,4.419596166e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06
Total Cost,0.0,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.30829,3.83593,4.35981,4.96555
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27071379725741634,0.3191219930268689,0.3096848689022463,0.3222698476509047
Joint 0: ,-0.2,-0.143,-0.181,-0.145,-0.071,0.002,0.013,0.045,0.072,0.116,0.148,0.233
Joint 1: ,0.4,0.405,0.312,0.3,0.344,0.393,0.459,0.549,0.634,0.712,0.799,0.905
Joint 2: ,0.4,0.432,0.472,0.487,0.527,0.558,0.547,0.538,0.526,0.49,0.468,0.426
Joint 3: ,0.9,0.932,1.012,1.09,1.097,1.112,1.143,1.131,1.122,1.091,1.055,0.97
Joint 4: ,0.9,0.9,0.868,0.821,0.868,0.884,0.874,0.876,0.876,0.877,0.883,0.919
Joint 5: ,0.9,0.917,0.996,1.054,1.017,1.004,0.997,0.96,0.928,0.851,0.81,0.737
Joint 6: ,0.0,0.0,0.063,0.047,0.0,-0.016,-0.031,-0.047,-0.063,-0.11,-0.141,-0.346
Trial,3,Sim Type,5,Distance Weight,0.6,Random Seed,45,Min Iterations,2500,Distance cost,7.263543704453381,Manip Cost,1.1593709218095256,Total cost,4.821874591395839,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.059,0.05,0.069,0.069,0.05,0.05,0.048
Total Cost,0.0,0.4,0.8,1.2,1.67388,2.07388,2.62411,3.28083,3.79493,4.31567,4.82187
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675124439257307,0.2852461231874096,0.30184973490857464,0.3047626197878106
Joint 0: ,-0.2,-0.218,-0.181,-0.134,-0.042,-0.011,-0.002,0.075,0.128,0.193,0.247
Joint 1: ,0.4,0.299,0.279,0.316,0.354,0.393,0.524,0.627,0.722,0.812,0.907
Joint 2: ,0.4,0.393,0.42,0.444,0.395,0.374,0.395,0.416,0.374,0.382,0.401
Joint 3: ,0.9,1.01,1.084,1.132,1.196,1.259,1.219,1.213,1.136,1.058,0.938
Joint 4: ,0.9,0.803,0.784,0.767,0.735,0.704,0.739,0.74,0.759,0.806,0.869
Joint 5: ,0.9,1.01,1.059,1.101,1.13,1.172,1.025,0.998,0.931,0.865,0.776
Joint 6: ,0.0,0.079,0.094,0.11,0.236,0.267,-0.031,-0.063,-0.11,-0.157,-0.22
Trial,4,Sim Type,5,Distance Weight,0.6,Random Seed,60,Min Iterations,2500,Distance cost,7.280693764580955,Manip Cost,1.5679699945678487,Total cost,4.995604256575712,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.036
Total Cost,0.0,0.4,0.8,1.2,1.6,2.0,2.4,2.90203,3.41218,4.0364,4.56011,4.9956
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25507860006120864,0.2753814089925068,0.3510002466584096,0.30926854587856795,0.3772411929771555
Joint 0: ,-0.2,-0.166,-0.09,-0.064,-0.039,0.041,0.096,0.118,0.154,0.188,0.214,0.233
Joint 1: ,0.4,0.36,0.419,0.375,0.379,0.476,0.532,0.581,0.674,0.775,0.854,0.91
Joint 2: ,0.4,0.427,0.458,0.474,0.436,0.461,0.478,0.474,0.439,0.428,0.402,0.395
Joint 3: ,0.9,0.941,0.933,1.012,1.09,1.026,1.047,1.096,1.017,0.991,0.963,0.948
Joint 4: ,0.9,0.916,0.963,0.916,0.867,0.889,0.888,0.876,0.894,0.898,0.903,0.905
Joint 5: ,0.9,0.937,0.911,0.979,1.058,0.987,0.98,0.99,0.917,0.871,0.834,0.809
Joint 6: ,0.0,0.0,0.047,0.047,0.046,-0.001,-0.032,-0.032,-0.079,-0.095,-0.122,-0.122
Trial,5,Sim Type,5,Distance Weight,0.6,Random Seed,75,Min Iterations,2500,Distance cost,6.34703281457391,Manip Cost,1.5299536421922344,Total cost,4.42020114562124,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.05,0.066,0.05,0.05,0.05,0.065,0.073,0.021
Total Cost,0.0,0.4,0.8,1.32953,1.72953,2.23139,2.7433,3.39305,4.10434,4.4202
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.25465792371504914,0.2797704471822039,0.3210432681980132,0.31235307322198297,0.3621289298749853
Joint 0: ,-0.2,-0.214,-0.162,-0.074,-0.048,0.006,0.063,0.125,0.241,0.266
Joint 1: ,0.4,0.302,0.357,0.438,0.502,0.563,0.644,0.761,0.862,0.9
Joint 2: ,0.4,0.403,0.427,0.354,0.353,0.373,0.386,0.39,0.359,0.35
Joint 3: ,0.9,1.008,1.038,1.063,1.091,1.103,1.08,1.032,0.967,0.942
Joint 4: ,0.9,0.821,0.821,0.824,0.819,0.827,0.849,0.868,0.913,0.929
Joint 5: ,0.9,0.996,0.995,0.993,0.99,0.967,0.93,0.871,0.812,0.79
Joint 6: ,0.0,0.079,0.11,0.22,0.22,0.22,0.251,0.267,0.283,0.283
Trial,6,Sim Type,5,Distance Weight,0.6,Random Seed,90,Min Iterations,2500,Distance cost,6.247129163221449,Manip Cost,1.1128625692269816,Total cost,4.193422525623662,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,4.356923585e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.069,0.05,0.05
Total Cost,0.0,0.4,0.8,1.2,1.6,2.0,2.49874,3.15731,3.67537,4.19342
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.24684395861339845,0.2757485450339662,0.29514130590314497,0.29512875967647195
Joint 0: ,-0.2,-0.16,-0.128,-0.097,-0.064,-0.008,0.051,0.132,0.184,0.252
Joint 1: ,0.4,0.433,0.478,0.443,0.451,0.489,0.584,0.698,0.792,0.886
Joint 2: ,0.4,0.416,0.424,0.449,0.441,0.465,0.474,0.446,0.41,0.366
Joint 3: ,0.9,0.952,0.999,1.068,1.144,1.178,1.148,1.129,1.054,0.958
Joint 4: ,0.9,0.892,0.883,0.872,0.825,0.823,0.833,0.876,0.894,0.916
Joint 5: ,0.9,0.92,0.933,0.982,1.029,1.033,0.986,0.94,0.874,0.799
Joint 6: ,0.0,-0.0,-0.0,0.016,0.063,0.063,0.047,-0.047,-0.094,-0.141
Trial,7,Sim Type,5,Distance Weight,0.6,Random Seed,105,Min Iterations,2500,Distance cost,6.6160613353607785,Manip Cost,1.5376776353835533,Total cost,4.584707855369889,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1e-20,1e-20,1e-20,1e-20,6.051459556e-11,1e-20
Distance to Last Node,0.0,0.05,0.05,0.05,0.047,0.05,0.067,0.05,0.05,0.065,0.016
Total Cost,0.0,0.4,0.8,1.2,1.57792,1.97792,2.6241,3.14898,3.6681,4.31517,4.58471
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.2672422175310521,0.3121981176447616,0.2978144114519649,0.31075527809018966,0.34966761066558494
Joint 0: ,-0.2,-0.125,-0.101,-0.064,-0.048,-0.013,0.094,0.12,0.186,0.268,0.284
Joint 1: ,0.4,0.475,0.436,0.379,0.464,0.534,0.64,0.671,0.748,0.863,0.875
Joint 2: ,0.4,0.428,0.35,0.303,0.341,0.348,0.333,0.34,0.359,0.307,0.312
Joint 3: ,0.9,0.879,0.987,1.097,1.097,1.113,1.053,1.11,1.059,0.98,0.982
Joint 4: ,0.9,0.947,0.869,0.79,0.817,0.815,0.862,0.851,0.898,0.974,0.975
Joint 5: ,0.9,0.827,0.906,0.994,0.967,0.947,0.889,0.917,0.852,0.729,0.728
Joint 6: ,0.0,0.047,0.126,0.204,0.173,0.173,0.22,0.22,0.267,0.283,0.283
Trial,8,Sim Type,5,Distance Weight,0.6,Random Seed,120,Min Iterations,2500,Distance cost,6.6220319592189,Manip Cost,1.1258898848856536,Total cost,4.4235751294856005,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,2.731596455e-11,3.981238089e-11,5.827460878e-11,4.326043553e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.047,0.05,0.03,0.07,0.05
Total Cost,0.0,0.4,0.8,1.2,1.6,2.0,2.37956,2.88928,3.23264,3.90449,4.42358
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743206599548944,0.26592924831569437,0.2879198441035303,0.29772013251153456
Joint 0: ,-0.2,-0.175,-0.153,-0.088,-0.044,-0.045,0.002,0.06,0.096,0.17,0.237
Joint 1: ,0.4,0.344,0.278,0.356,0.433,0.482,0.544,0.607,0.654,0.798,0.871
Joint 2: ,0.4,0.416,0.404,0.421,0.433,0.42,0.406,0.385,0.387,0.366,0.383
Joint 3: ,0.9,0.977,1.083,1.091,1.103,1.15,1.168,1.182,1.17,1.064,1.007
Joint 4: ,0.9,0.884,0.833,0.871,0.871,0.857,0.851,0.846,0.862,0.9,0.947
Joint 5: ,0.9,0.964,1.046,0.984,0.962,0.971,0.924,0.867,0.834,0.765,0.708
Joint 6: ,0.0,0.016,0.063,0.11,0.11,0.11,0.11,0.11,0.11,0.157,0.204
Trial,9,Sim Type,5,Distance Weight,0.6,Random Seed,135,Min Iterations,2500,Distance cost,6.916019517948745,Manip Cost,1.1188198195710481,Total cost,4.597139638597666,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.075,Step Size,0.05,Goal Area Sample Probability,0.1,Goal Area Delta,0.15
Closest Taxel Manip,1.0,1.0,1.0,1.0,1.0,1.0,1e-20,2.77955004e-11,1e-20,1e-20,1e-20
Distance to Last Node,0.0,0.05,0.073,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.045
Total Cost,0.0,0.4,0.98574,1.38574,1.78574,2.18574,2.58574,3.09427,3.60939,4.12004,4.59714
Local Manip Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713154360215678,0.28779055198390335,0.27663955189165357,0.28307427967392346
Joint 0: ,-0.2,-0.154,-0.093,-0.066,-0.003,0.017,0.094,0.139,0.162,0.229,0.265
Joint 1: ,0.4,0.422,0.425,0.373,0.425,0.47,0.554,0.633,0.695,0.791,0.892
Joint 2: ,0.4,0.42,0.47,0.422,0.451,0.451,0.475,0.438,0.396,0.359,0.354
Joint 3: ,0.9,0.947,1.028,1.138,1.158,1.218,1.168,1.146,1.147,1.067,0.962
