File,Mean Avg Manip,Std Avg Manip,Mean Total Distance,Std Total Distance,Mean Avg Manip Cost,Std Avg Manip Cost,Mean % High Manip Cost,Std % High Manip Cost
cost_comparison_reach_weight0.6_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.44332042500129143,0.13623352515285803,3.1666666666666665,1.0187272151507922,0.1424404762500887,0.04517389615881289,44.44444444444444,0.0
cost_comparison_reach_weight0.7_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.5140155364677891,0.15710278496865157,3.07552,0.7202053662671501,0.35651999308406673,0.18816137028524868,27.27272727272727,0.0
cost_comparison_reach_weight0.9_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.3846840761716115,0.14299557766767826,2.58044,0.4673011945201937,0.5087597815353617,0.15232304827272114,70.0,0.0
cost_comparison_reach_weight0.4_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.4704166607121152,0.1330471191596357,3.2135,0.996373842156313,0.13057570383239034,0.04058743782050055,0.0,0.0
cost_comparison_reach_weight0.1_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.5178851387333548,0.12349763170804773,3.45175,0.9027577771288745,0.11424786296507287,0.038330077819725465,0.0,0.0
cost_comparison_reach_weight0.9_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestFalse_Min Iterations2500.csv,0.35056818182490385,0.1449056639341884,2.5249166666666665,0.39429313510241193,0.17293836064623094,0.047877229187665585,30.0,0.0
cost_comparison_reach_weight0.2_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.5234297723103946,0.12682737196114877,3.7685416666666662,1.0338830921646263,0.34148408609750885,0.14462050316109104,27.27272727272727,0.0
cost_comparison_reach_weight0.1_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.5236389586936817,0.12825806287754202,3.908208333333333,1.242667995992449,0.33943755167078815,0.1462382006765056,27.27272727272727,0.0
cost_comparison_reach_weight1_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.40674604345990256,0.1619583228405037,3.173083333333333,0.9898861852365768,0.4943552631347161,0.17209184751858855,66.66666666666666,0.0
cost_comparison_reach_weight0.9_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.4423944990751645,0.13779961278816943,3.1889583333333333,0.998891196909798,0.14351928106619496,0.04539019987261785,44.44444444444444,0.0
cost_comparison_reach_weight0.3_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.5251711140820938,0.12576156779178999,3.6224166666666666,0.912253022131957,0.3451779592350009,0.14366613537607775,27.27272727272727,0.0
cost_comparison_reach_weight1_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestFalse_Min Iterations2500.csv,0.3385454545526698,0.1276395803133353,2.5033600000000003,0.3663246516411363,0.5615757575757576,0.126062299263428,70.0,0.0
cost_comparison_reach_weight0.2_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.5108958063908153,0.11973637636702593,3.383083333333333,0.9167473259967669,0.11748589730274539,0.03776979457665249,0.0,0.0
cost_comparison_reach_weight0.8_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.4433204250009375,0.13623352515268794,3.172083333333333,1.0171888105897,0.14305915212424528,0.04472870687158648,44.44444444444444,0.0
cost_comparison_reach_weight0.5_contactsamplechance0.0_objreduction0.02_old_costFalse_old_closestTrue_Min Iterations2500.csv,0.45906116574155353,0.13152112202185984,3.1926249999999996,0.9974702507050858,0.1358566980098043,0.04172187667336501,0.0,0.0
cost_comparison_reach_weight0.5_contactsamplechance0.0_objreduction0.02_old_costTrue_old_closestTrue_Min Iterations2500.csv,0.5204592590292717,0.12537638158867725,3.5558750000000003,0.8758977448167109,0.35102724258718104,0.1424489133244517,27.27272727272727,0.0
